"Catalogue No","Short Description","ADR Number","Addition Date","SAP No","SAP Check Date","SAP Check Name","Material Owner","Status ADR","Item Status","Sync Status",INC,MGC,"Long Description","Raw Data","Service Type",UOM,Category,Cataloguer,"Cataloguer Name","Cataloguer Check Date","Std App","Std App Name","Std App Check Date","Proc App","Proc App Name","Proc App Check Date"
19531,"HEALTH/HOSPITAL INS:BPJS",ABM2019000083,"2019-08-29 03:36:22",S00000000000000830,"2019-08-29 17:36:29",PROCUREMENT,"user abm",FINISH,ORIGIN,success,84131602,84131600,"HEALTH/HOSPITAL INS:SERVICE TYPE: BPJS",BPJS,ZSER,LOT,S,Validate,"Reza Pahlevi","2019-08-29 17:36:29",Validate,"STD APP S","2019-08-29 17:36:29",Validate,PROCUREMENT,"2019-08-29 17:36:29"
19532,"MANUAL LABOUR:CHECKER",ABM2019000083,"2019-08-29 03:36:22",S00000000000000831,"2019-08-29 17:36:29",PROCUREMENT,"user abm",FINISH,ORIGIN,success,80111613,80111600,"MANUAL LABOUR:SERVICE TYPE: CHECKER",Checker,ZSER,MTH,S,Validate,"Reza Pahlevi","2019-08-29 17:36:29",Validate,"STD APP S","2019-08-29 17:36:29",Validate,PROCUREMENT,"2019-08-29 17:36:29"
19533,"PERS SKILLS TRAINING:PUB;CERT;XPLSVE EXP",ABM2019000083,"2019-08-29 03:36:22",S00000000000000832,"2019-08-29 17:36:29",PROCUREMENT,"user abm",FINISH,ORIGIN,success,86101810,86101800,"PERS SKILLS TRAINING:ACTIVITY: PUB;CERTIFICATION: CERT;NAME: XPLSVE EXP","Diklat Juru Ledak Minerba",ZSER,LOT,S,Validate,"Reza Pahlevi","2019-08-29 17:36:29",Validate,"STD APP S","2019-08-29 17:36:29",Validate,PROCUREMENT,"2019-08-29 17:36:29"
19534,"MANUAL LABOUR:DISPATCHER",ABM2019000083,"2019-08-29 03:36:22",S00000000000000833,"2019-08-29 17:36:30",PROCUREMENT,"user abm",FINISH,ORIGIN,success,80111613,80111600,"MANUAL LABOUR:SERVICE TYPE: DISPATCHER",Dispatcther,ZSER,MTH,S,Validate,"Reza Pahlevi","2019-08-29 17:36:30",Validate,"STD APP S","2019-08-29 17:36:30",Validate,PROCUREMENT,"2019-08-29 17:36:30"
19535,"TEMPRY MEDICAL STAFF:DOCTOR & ASSISTANT",ABM2019000083,"2019-08-29 03:36:22",S00000000000000834,"2019-08-29 17:36:30",PROCUREMENT,"user abm",FINISH,ORIGIN,success,80111606,80111600,"TEMPRY MEDICAL STAFF:SERVICE TYPE: DOCTOR & ASSISTANT","Dokter (1) & Medic (2)",ZSER,MTH,S,Validate,"Reza Pahlevi","2019-08-29 17:36:30",Validate,"STD APP S","2019-08-29 17:36:30",Validate,PROCUREMENT,"2019-08-29 17:36:30"
19536,"MANUAL LABOUR:FUEL MAN",ABM2019000083,"2019-08-29 03:36:22",S00000000000000835,"2019-08-29 17:36:31",PROCUREMENT,"user abm",FINISH,ORIGIN,success,80111613,80111600,"MANUAL LABOUR:SERVICE TYPE: FUEL MAN","Fuel Man",ZSER,MTH,S,Validate,"Reza Pahlevi","2019-08-29 17:36:31",Validate,"STD APP S","2019-08-29 17:36:31",Validate,PROCUREMENT,"2019-08-29 17:36:31"
19537,"MANUAL LABOUR:HAND PICKER",ABM2019000083,"2019-08-29 03:36:22",S00000000000000836,"2019-08-29 17:36:31",PROCUREMENT,"user abm",FINISH,ORIGIN,success,80111613,80111600,"MANUAL LABOUR:SERVICE TYPE: HAND PICKER",Handpicker,ZSER,MTH,S,Validate,"Reza Pahlevi","2019-08-29 17:36:31",Validate,"STD APP S","2019-08-29 17:36:31",Validate,PROCUREMENT,"2019-08-29 17:36:31"
19538,"DIAGNOSIS EXTREME TEMP:HEAT STRESS",ABM2019000083,"2019-08-29 03:36:22",S00000000000000837,"2019-08-29 17:36:31",PROCUREMENT,"user abm",FINISH,ORIGIN,success,85454907,85454900,"DIAGNOSIS EXTREME TEMP:ACTIVITY: HEAT STRESS","HEAT STRESS",ZSER,LOT,S,Validate,"Reza Pahlevi","2019-08-29 17:36:31",Validate,"STD APP S","2019-08-29 17:36:31",Validate,PROCUREMENT,"2019-08-29 17:36:31"
19539,"RESUME/CV SCREENING:PSYCOLOGY TEST EVAL",ABM2019000083,"2019-08-29 03:36:22",S00000000000000838,"2019-08-29 17:36:32",PROCUREMENT,"user abm",FINISH,ORIGIN,success,80111703,80111700,"RESUME/CV SCREENING:SCOPE OF WORK: PSYCOLOGY TEST EVAL","EVALUASI PSIKOLOGI",ZSER,LOT,S,Validate,"Reza Pahlevi","2019-08-29 17:36:32",Validate,"STD APP S","2019-08-29 17:36:32",Validate,PROCUREMENT,"2019-08-29 17:36:32"
19540,"PERS SKILLS TRAINING:IN-CLASS",ABM2019000083,"2019-08-29 03:36:22",S00000000000000839,"2019-08-29 17:36:32",PROCUREMENT,"user abm",FINISH,ORIGIN,success,86101810,86101800,"PERS SKILLS TRAINING:ACTIVITY: IN-CLASS;NAME: FLOOR WARDEN","Floor Warden",ZSER,LOT,S,Validate,"Reza Pahlevi","2019-08-29 17:36:32",Validate,"STD APP S","2019-08-29 17:36:32",Validate,PROCUREMENT,"2019-08-29 17:36:32"
19541,"MANUAL LABOUR:HELPER ELECTRICIAN",ABM2019000083,"2019-08-29 03:36:22",S00000000000000840,"2019-08-29 17:36:32",PROCUREMENT,"user abm",FINISH,ORIGIN,success,80111613,80111600,"MANUAL LABOUR:SERVICE TYPE: HELPER ELECTRICIAN","Helper Electriacian",ZSER,MTH,S,Validate,"Reza Pahlevi","2019-08-29 17:36:32",Validate,"STD APP S","2019-08-29 17:36:32",Validate,PROCUREMENT,"2019-08-29 17:36:32"
19542,"APP IMPL:MAINTENANCE;TABLEAU",ABM2019000083,"2019-08-29 03:36:22",S00000000000000841,"2019-08-29 17:36:33",PROCUREMENT,"user abm",FINISH,ORIGIN,success,81111508,81111500,"APP IMPL:ACTIVITY: MAINTENANCE;APPLICATION PRODUCT: TABLEAU","License Tableau Professional Ser",ZSER,LOT,S,Validate,"Reza Pahlevi","2019-08-29 17:36:33",Validate,"STD APP S","2019-08-29 17:36:33",Validate,PROCUREMENT,"2019-08-29 17:36:33"
19543,"APP IMPL:MAINTENANCE;COCKPIT",ABM2019000083,"2019-08-29 03:36:22",S00000000000000842,"2019-08-29 17:36:33",PROCUREMENT,"user abm",FINISH,ORIGIN,success,81111508,81111500,"APP IMPL:ACTIVITY: MAINTENANCE;APPLICATION PRODUCT: COCKPIT","Invoices & Process Director",ZSER,LOT,S,Validate,"Reza Pahlevi","2019-08-29 17:36:33",Validate,"STD APP S","2019-08-29 17:36:33",Validate,PROCUREMENT,"2019-08-29 17:36:33"
19544,"TEMPRY,IT SYS/DBASE ADM:IT ENGINEER",ABM2019000083,"2019-08-29 03:36:22",S00000000000000843,"2019-08-29 17:36:34",PROCUREMENT,"user abm",FINISH,ORIGIN,success,80111609,80111600,"TEMPRY,IT SYS/DBASE ADM:SCOPE OF WORK: IT ENGINEER","IT Engineer",ZSER,MTH,S,Validate,"Reza Pahlevi","2019-08-29 17:36:34",Validate,"STD APP S","2019-08-29 17:36:34",Validate,PROCUREMENT,"2019-08-29 17:36:34"
19545,"INTERNET ADVERT:JOB VACATION",ABM2019000083,"2019-08-29 03:36:22",S00000000000000844,"2019-08-29 17:36:34",PROCUREMENT,"user abm",FINISH,ORIGIN,success,82101603,82101600,"INTERNET ADVERT:ADVERTISEMENT TYPE: JOB VACATION","Job Posting",ZSER,LOT,S,Validate,"Reza Pahlevi","2019-08-29 17:36:34",Validate,"STD APP S","2019-08-29 17:36:34",Validate,PROCUREMENT,"2019-08-29 17:36:34"
19546,"MFG,TEST CALIBRATION:BLASTMATE",ABM2019000083,"2019-08-29 03:36:22",S00000000000000845,"2019-08-29 17:36:34",PROCUREMENT,"user abm",FINISH,ORIGIN,success,81141504,81141500,"MFG,TEST CALIBRATION:EQUIPMENT NAME: BLASTMATE","Kalibrasi Blasmate III S/N/LOT BA18624",ZSER,PC,S,Validate,"Reza Pahlevi","2019-08-29 17:36:34",Validate,"STD APP S","2019-08-29 17:36:34",Validate,PROCUREMENT,"2019-08-29 17:36:34"
19547,"MANUAL LABOUR:GARBAGE MAN",ABM2019000083,"2019-08-29 03:36:22",S00000000000000846,"2019-08-29 17:36:35",PROCUREMENT,"user abm",FINISH,ORIGIN,success,80111613,80111600,"MANUAL LABOUR:SERVICE TYPE: GARBAGE MAN","Kebersihan PIT ( sampah )",ZSER,LOT,S,Validate,"Reza Pahlevi","2019-08-29 17:36:35",Validate,"STD APP S","2019-08-29 17:36:35",Validate,PROCUREMENT,"2019-08-29 17:36:35"
19548,"SOFTWARE LICENSE:MINESCAPE",ABM2019000083,"2019-08-29 03:36:22",S00000000000000847,"2019-08-29 17:36:35",PROCUREMENT,"user abm",FINISH,ORIGIN,success,81112501,81112500,"SOFTWARE LICENSE:SOFTWARE PRODUCT: MINESCAPE","License software Minescape CK-[SW_SS]-15",ZSER,MTH,S,Validate,"Reza Pahlevi","2019-08-29 17:36:35",Validate,"STD APP S","2019-08-29 17:36:35",Validate,PROCUREMENT,"2019-08-29 17:36:35"
19549,"SOFTWARE LICENSE:EXPAC SS436",ABM2019000083,"2019-08-29 03:36:22",S00000000000000848,"2019-08-29 17:36:35",PROCUREMENT,"user abm",FINISH,ORIGIN,success,81112501,81112500,"SOFTWARE LICENSE:SOFTWARE PRODUCT: EXPAC SS436","License software Xpac SS436",ZSER,MTH,S,Validate,"Reza Pahlevi","2019-08-29 17:36:35",Validate,"STD APP S","2019-08-29 17:36:35",Validate,PROCUREMENT,"2019-08-29 17:36:35"
19550,"SOFTWARE MAINTCE:EXPAC SS7679",ABM2019000083,"2019-08-29 03:36:22",S00000000000000849,"2019-08-29 17:36:36",PROCUREMENT,"user abm",FINISH,ORIGIN,success,81112210,81112200,"SOFTWARE MAINTCE:SOFTWARE PRODUCT: EXPAC SS7679","MAINTENANCE FEE XPAC SS769",ZSER,LOT,S,Validate,"Reza Pahlevi","2019-08-29 17:36:36",Validate,"STD APP S","2019-08-29 17:36:36",Validate,PROCUREMENT,"2019-08-29 17:36:36"
19551,"SOFTWARE MAINTCE:SURPAC",ABM2019000083,"2019-08-29 03:36:22",S00000000000000850,"2019-08-29 17:36:36",PROCUREMENT,"user abm",FINISH,ORIGIN,success,81112210,81112200,"SOFTWARE MAINTCE:SOFTWARE PRODUCT: SURPAC","maintenance fee Software SURPAC 31265",ZSER,LOT,S,Validate,"Reza Pahlevi","2019-08-29 17:36:36",Validate,"STD APP S","2019-08-29 17:36:36",Validate,PROCUREMENT,"2019-08-29 17:36:36"
19552,"TEMPORARY TECHNICIAN:MAINTENANCE;FMS",ABM2019000083,"2019-08-29 03:36:22",S00000000000000851,"2019-08-29 17:36:37",PROCUREMENT,"user abm",FINISH,ORIGIN,success,80111604,80111600,"TEMPORARY TECHNICIAN:SERVICE TYPE: MAINTENANCE;SCOPE OF WORK: FMS","Labour Maintenance Contract MINE MS Teknisi",ZSER,LOT,S,Validate,"Reza Pahlevi","2019-08-29 17:36:37",Validate,"STD APP S","2019-08-29 17:36:37",Validate,PROCUREMENT,"2019-08-29 17:36:37"
19553,"TEMPORARY TECHNICIAN:MAINTENANCE;MMS",ABM2019000083,"2019-08-29 03:36:22",S00000000000000852,"2019-08-29 17:36:37",PROCUREMENT,"user abm",FINISH,ORIGIN,success,80111604,80111600,"TEMPORARY TECHNICIAN:SERVICE TYPE: MAINTENANCE;SCOPE OF WORK: MMS","Labour Maintenance Contract FUEL MS Teknisi",ZSER,LOT,S,Validate,"Reza Pahlevi","2019-08-29 17:36:37",Validate,"STD APP S","2019-08-29 17:36:37",Validate,PROCUREMENT,"2019-08-29 17:36:37"
19554,"DIAGNOSIS AIR CONTAMINANTS:EMISSION;EXCA",ABM2019000083,"2019-08-29 03:36:22",S00000000000000853,"2019-08-29 17:36:37",PROCUREMENT,"user abm",FINISH,ORIGIN,success,85454904,85454900,"DIAGNOSIS AIR CONTAMINANTS:SERVICE TYPE: EMISSION;OBJECT: EXCA","MEASURE SERVICE EMISSION EXA 320, 349",ZSER,LOT,S,Validate,"Reza Pahlevi","2019-08-29 17:36:37",Validate,"STD APP S","2019-08-29 17:36:37",Validate,PROCUREMENT,"2019-08-29 17:36:37"
19555,"DIAGNOSIS NOISE EXP:EXCA;OPS",ABM2019000083,"2019-08-29 03:36:22",S00000000000000854,"2019-08-29 17:36:38",PROCUREMENT,"user abm",FINISH,ORIGIN,success,85454901,85454900,"DIAGNOSIS NOISE EXP:OBJECT: EXCA;AREA: OPS","MEASURE SERVICE NOISE EXA 320, 349",ZSER,LOT,S,Validate,"Reza Pahlevi","2019-08-29 17:36:38",Validate,"STD APP S","2019-08-29 17:36:38",Validate,PROCUREMENT,"2019-08-29 17:36:38"
19556,"DIAGNOSIS VIBRATION:EXCA",ABM2019000083,"2019-08-29 03:36:22",S00000000000000855,"2019-08-29 17:36:38",PROCUREMENT,"user abm",FINISH,ORIGIN,success,85454908,85454900,"DIAGNOSIS VIBRATION:OBJECT: EXCA","MEASURE SERVICE VIBRATE EXA 320, 349",ZSER,LOT,S,Validate,"Reza Pahlevi","2019-08-29 17:36:38",Validate,"STD APP S","2019-08-29 17:36:38",Validate,PROCUREMENT,"2019-08-29 17:36:38"
19557,"OFFICE & BLD CLEANING:MESS BOY",ABM2019000083,"2019-08-29 03:36:22",S00000000000000856,"2019-08-29 17:36:38",PROCUREMENT,"user abm",FINISH,ORIGIN,success,76111501,76111500,"OFFICE & BLD CLEANING:POSITION: MESS BOY","Mess Boy",ZSER,MTH,S,Validate,"Reza Pahlevi","2019-08-29 17:36:38",Validate,"STD APP S","2019-08-29 17:36:38",Validate,PROCUREMENT,"2019-08-29 17:36:38"
19558,"SOFTWARE LICENSE:MIC EXCEL 2010",ABM2019000083,"2019-08-29 03:36:22",S00000000000000857,"2019-08-29 17:36:39",PROCUREMENT,"user abm",FINISH,ORIGIN,success,81112501,81112500,"SOFTWARE LICENSE:SOFTWARE PRODUCT: MIC EXCEL 2010","MICROSOFT EXCEL 2010 COSTUMIZED 2 batch",ZSER,LOT,S,Validate,"Reza Pahlevi","2019-08-29 17:36:39",Validate,"STD APP S","2019-08-29 17:36:39",Validate,PROCUREMENT,"2019-08-29 17:36:39"
19559,"MFG,TEST CALIBRATION:STG TANK;20KL;METR",ABM2019000083,"2019-08-29 03:36:22",S00000000000000858,"2019-08-29 17:36:39",PROCUREMENT,"user abm",FINISH,ORIGIN,success,81141504,81141500,"MFG,TEST CALIBRATION:EQUIPMENT NAME: STG TANK;RATE TYPE: 20KL;CERTIFICATION: METR","Kalibrasi Tanki Timbun 20 KL",ZSER,LOT,S,Validate,"Reza Pahlevi","2019-08-29 17:36:39",Validate,"STD APP S","2019-08-29 17:36:39",Validate,PROCUREMENT,"2019-08-29 17:36:39"
19560,"MFG,TEST CALIBRATION:STG TANK;30KL;METR",ABM2019000083,"2019-08-29 03:36:22",S00000000000000859,"2019-08-29 17:36:40",PROCUREMENT,"user abm",FINISH,ORIGIN,success,81141504,81141500,"MFG,TEST CALIBRATION:EQUIPMENT NAME: STG TANK;RATE TYPE: 30KL;CERTIFICATION: METR","Kalibrasi Tanki Timbun 30 KL",ZSER,LOT,S,Validate,"Reza Pahlevi","2019-08-29 17:36:40",Validate,"STD APP S","2019-08-29 17:36:40",Validate,PROCUREMENT,"2019-08-29 17:36:40"
19561,"MFG,TEST CALIBRATION:STG TANK;500KL;METR",ABM2019000083,"2019-08-29 03:36:22",S00000000000000860,"2019-08-29 17:36:40",PROCUREMENT,"user abm",FINISH,ORIGIN,success,81141504,81141500,"MFG,TEST CALIBRATION:EQUIPMENT NAME: STG TANK;RATE TYPE: 500KL;CERTIFICATION: METR","Kalibrasi Tanki Timbun 500 KL",ZSER,LOT,S,Validate,"Reza Pahlevi","2019-08-29 17:36:40",Validate,"STD APP S","2019-08-29 17:36:40",Validate,PROCUREMENT,"2019-08-29 17:36:40"
19562,"MFG,TEST CALIBRATION:STG TANK;150KL;METR",ABM2019000083,"2019-08-29 03:36:22",S00000000000000861,"2019-08-29 17:36:40",PROCUREMENT,"user abm",FINISH,ORIGIN,success,81141504,81141500,"MFG,TEST CALIBRATION:EQUIPMENT NAME: STG TANK;RATE TYPE: 150KL;CERTIFICATION: METR","Kalibrasi Tanki Timbun 150 KL",ZSER,LOT,S,Validate,"Reza Pahlevi","2019-08-29 17:36:40",Validate,"STD APP S","2019-08-29 17:36:40",Validate,PROCUREMENT,"2019-08-29 17:36:40"
19563,"MFG,TEST CALIBRATION:FUEL TRCK;20KL;METR",ABM2019000083,"2019-08-29 03:36:22",S00000000000000862,"2019-08-29 17:36:41",PROCUREMENT,"user abm",FINISH,ORIGIN,success,81141504,81141500,"MFG,TEST CALIBRATION:EQUIPMENT NAME: FUEL TRCK;RATE TYPE: 20KL;CERTIFICATION: METR","Kalibrasi Fuell Truck 20 KL",ZSER,LOT,S,Validate,"Reza Pahlevi","2019-08-29 17:36:41",Validate,"STD APP S","2019-08-29 17:36:41",Validate,PROCUREMENT,"2019-08-29 17:36:41"
19564,"MFG,TEST CALIBRATION:FUEL TRCK;16KL;METR",ABM2019000083,"2019-08-29 03:36:22",S00000000000000863,"2019-08-29 17:36:41",PROCUREMENT,"user abm",FINISH,ORIGIN,success,81141504,81141500,"MFG,TEST CALIBRATION:EQUIPMENT NAME: FUEL TRCK;RATE TYPE: 16KL;CERTIFICATION: METR","Kalibrasi Fuell Truck 16 KL",ZSER,LOT,S,Validate,"Reza Pahlevi","2019-08-29 17:36:41",Validate,"STD APP S","2019-08-29 17:36:41",Validate,PROCUREMENT,"2019-08-29 17:36:41"
19565,"MFG,TEST CALIBRATION:FLOW METER;METR",ABM2019000083,"2019-08-29 03:36:22",S00000000000000864,"2019-08-29 17:36:41",PROCUREMENT,"user abm",FINISH,ORIGIN,success,81141504,81141500,"MFG,TEST CALIBRATION:EQUIPMENT NAME: FLOW METER;CERTIFICATION: METR","Kalibrasi Flowmeter",ZSER,LOT,S,Validate,"Reza Pahlevi","2019-08-29 17:36:41",Validate,"STD APP S","2019-08-29 17:36:41",Validate,PROCUREMENT,"2019-08-29 17:36:41"
19566,"MFG,TEST CALIBRATION:JACK STD;1.5T;GOV",ABM2019000083,"2019-08-29 03:36:22",S00000000000000865,"2019-08-29 17:36:42",PROCUREMENT,"user abm",FINISH,"REVISION 1",success,81141504,81141500,"MFG,TEST CALIBRATION:EQUIPMENT NAME: JACK STD;RATE TYPE: 1.5T;CERTIFICATION: GOV","Kalibrasi Jack Stand 1,5 TON",ZSER,LOT,S,Validate,"Reza Pahlevi","2019-08-29 17:36:42",Validate,"STD APP S","2019-08-29 17:36:42",Validate,PROCUREMENT,"2019-08-29 17:36:42"
19567,"MFG,TEST CALIBRATION:JACK STD;3T;GOV",ABM2019000083,"2019-08-29 03:36:22",S00000000000000866,"2019-08-29 17:36:42",PROCUREMENT,"user abm",FINISH,"REVISION 1",success,81141504,81141500,"MFG,TEST CALIBRATION:EQUIPMENT NAME: JACK STD;RATE TYPE: 3T;CERTIFICATION: GOV","Kalibrasi Jack Stand 3  TON",ZSER,LOT,S,Validate,"Reza Pahlevi","2019-08-29 17:36:42",Validate,"STD APP S","2019-08-29 17:36:42",Validate,PROCUREMENT,"2019-08-29 17:36:42"
19568,"MFG,TEST CALIBRATION:JACK STD;5T;GOV",ABM2019000083,"2019-08-29 03:36:22",S00000000000000867,"2019-08-29 17:36:43",PROCUREMENT,"user abm",FINISH,"REVISION 1",success,81141504,81141500,"MFG,TEST CALIBRATION:EQUIPMENT NAME: JACK STD;RATE TYPE: 5T;CERTIFICATION: GOV","Kalibrasi Jack Stand 5 TON",ZSER,LOT,S,Validate,"Reza Pahlevi","2019-08-29 17:36:43",Validate,"STD APP S","2019-08-29 17:36:43",Validate,PROCUREMENT,"2019-08-29 17:36:43"
19569,"MFG,TEST CALIBRATION:JACK STD;6.5T;GOV",ABM2019000083,"2019-08-29 03:36:22",S00000000000000868,"2019-08-29 17:36:43",PROCUREMENT,"user abm",FINISH,"REVISION 1",success,81141504,81141500,"MFG,TEST CALIBRATION:EQUIPMENT NAME: JACK STD;RATE TYPE: 6.5T;CERTIFICATION: GOV","Kalibrasi Jack Stand 6,5 TON",ZSER,LOT,S,Validate,"Reza Pahlevi","2019-08-29 17:36:43",Validate,"STD APP S","2019-08-29 17:36:43",Validate,PROCUREMENT,"2019-08-29 17:36:43"
19570,"MFG,TEST CALIBRATION:JACK STD;7T;GOV",ABM2019000083,"2019-08-29 03:36:22",S00000000000000869,"2019-08-29 17:36:43",PROCUREMENT,"user abm",FINISH,"REVISION 1",success,81141504,81141500,"MFG,TEST CALIBRATION:EQUIPMENT NAME: JACK STD;RATE TYPE: 7T;CERTIFICATION: GOV","Kalibrasi Jack Stand 7 TON",ZSER,LOT,S,Validate,"Reza Pahlevi","2019-08-29 17:36:43",Validate,"STD APP S","2019-08-29 17:36:43",Validate,PROCUREMENT,"2019-08-29 17:36:43"
19571,"MFG,TEST CALIBRATION:JACK STD;9T;GOV",ABM2019000083,"2019-08-29 03:36:22",S00000000000000870,"2019-08-29 17:36:44",PROCUREMENT,"user abm",FINISH,"REVISION 1",success,81141504,81141500,"MFG,TEST CALIBRATION:EQUIPMENT NAME: JACK STD;RATE TYPE: 9T;CERTIFICATION: GOV","Kalibrasi Jack Stand 9 TON",ZSER,LOT,S,Validate,"Reza Pahlevi","2019-08-29 17:36:44",Validate,"STD APP S","2019-08-29 17:36:44",Validate,PROCUREMENT,"2019-08-29 17:36:44"
19572,"MFG,TEST CALIBRATION:JACK STD;10T;GOV",ABM2019000083,"2019-08-29 03:36:22",S00000000000000871,"2019-08-29 17:36:44",PROCUREMENT,"user abm",FINISH,"REVISION 1",success,81141504,81141500,"MFG,TEST CALIBRATION:EQUIPMENT NAME: JACK STD;RATE TYPE: 10T;CERTIFICATION: GOV","Kalibrasi Jack Stand 10 TON",ZSER,LOT,S,Validate,"Reza Pahlevi","2019-08-29 17:36:44",Validate,"STD APP S","2019-08-29 17:36:44",Validate,PROCUREMENT,"2019-08-29 17:36:44"
19573,"MFG,TEST CALIBRATION:JACK STD;12T;GOV",ABM2019000083,"2019-08-29 03:36:22",S00000000000000872,"2019-08-29 17:36:45",PROCUREMENT,"user abm",FINISH,"REVISION 1",success,81141504,81141500,"MFG,TEST CALIBRATION:EQUIPMENT NAME: JACK STD;RATE TYPE: 12T;CERTIFICATION: GOV","Kalibrasi Jack Stand 12 TON",ZSER,LOT,S,Validate,"Reza Pahlevi","2019-08-29 17:36:45",Validate,"STD APP S","2019-08-29 17:36:45",Validate,PROCUREMENT,"2019-08-29 17:36:45"
19574,"MFG,TEST CALIBRATION:JACK STD;15T;GOV",ABM2019000083,"2019-08-29 03:36:22",S00000000000000873,"2019-08-29 17:36:45",PROCUREMENT,"user abm",FINISH,"REVISION 1",success,81141504,81141500,"MFG,TEST CALIBRATION:EQUIPMENT NAME: JACK STD;RATE TYPE: 15T;CERTIFICATION: GOV","Kalibrasi Jack Stand 15 TON",ZSER,LOT,S,Validate,"Reza Pahlevi","2019-08-29 17:36:45",Validate,"STD APP S","2019-08-29 17:36:45",Validate,PROCUREMENT,"2019-08-29 17:36:45"
19575,"MFG,TEST CALIBRATION:JACK STD;18T;GOV",ABM2019000083,"2019-08-29 03:36:22",S00000000000000874,"2019-08-29 17:36:45",PROCUREMENT,"user abm",FINISH,"REVISION 1",success,81141504,81141500,"MFG,TEST CALIBRATION:EQUIPMENT NAME: JACK STD;RATE TYPE: 18T;CERTIFICATION: GOV","Kalibrasi Jack Stand 18 TON",ZSER,LOT,S,Validate,"Reza Pahlevi","2019-08-29 17:36:45",Validate,"STD APP S","2019-08-29 17:36:45",Validate,PROCUREMENT,"2019-08-29 17:36:45"
19576,"MFG,TEST CALIBRATION:JACK STD;20T;GOV",ABM2019000083,"2019-08-29 03:36:22",S00000000000000875,"2019-08-29 17:36:46",PROCUREMENT,"user abm",FINISH,"REVISION 1",success,81141504,81141500,"MFG,TEST CALIBRATION:EQUIPMENT NAME: JACK STD;RATE TYPE: 20T;CERTIFICATION: GOV","Kalibrasi Jack Stand 20 TON",ZSER,LOT,S,Validate,"Reza Pahlevi","2019-08-29 17:36:46",Validate,"STD APP S","2019-08-29 17:36:46",Validate,PROCUREMENT,"2019-08-29 17:36:46"
19577,"MFG,TEST CALIBRATION:JACK STD;22T;GOV",ABM2019000083,"2019-08-29 03:36:22",S00000000000000876,"2019-08-29 17:36:46",PROCUREMENT,"user abm",FINISH,"REVISION 1",success,81141504,81141500,"MFG,TEST CALIBRATION:EQUIPMENT NAME: JACK STD;RATE TYPE: 22T;CERTIFICATION: GOV","Kalibrasi Jack Stand 22 TON",ZSER,LOT,S,Validate,"Reza Pahlevi","2019-08-29 17:36:46",Validate,"STD APP S","2019-08-29 17:36:46",Validate,PROCUREMENT,"2019-08-29 17:36:46"
19578,"MFG,TEST CALIBRATION:JACK STD;25T;GOV",ABM2019000083,"2019-08-29 03:36:22",S00000000000000877,"2019-08-29 17:36:46",PROCUREMENT,"user abm",FINISH,"REVISION 1",success,81141504,81141500,"MFG,TEST CALIBRATION:EQUIPMENT NAME: JACK STD;RATE TYPE: 25T;CERTIFICATION: GOV","Kalibrasi Jack Stand 25 TON",ZSER,LOT,S,Validate,"Reza Pahlevi","2019-08-29 17:36:46",Validate,"STD APP S","2019-08-29 17:36:46",Validate,PROCUREMENT,"2019-08-29 17:36:46"
19579,"MFG,TEST CALIBRATION:JACK STD;28T;GOV",ABM2019000083,"2019-08-29 03:36:22",S00000000000000878,"2019-08-29 17:36:47",PROCUREMENT,"user abm",FINISH,"REVISION 1",success,81141504,81141500,"MFG,TEST CALIBRATION:EQUIPMENT NAME: JACK STD;RATE TYPE: 28T;CERTIFICATION: GOV","Kalibrasi Jack Stand 28 TON",ZSER,LOT,S,Validate,"Reza Pahlevi","2019-08-29 17:36:47",Validate,"STD APP S","2019-08-29 17:36:47",Validate,PROCUREMENT,"2019-08-29 17:36:47"
19580,"MFG,TEST CALIBRATION:JACK STD;30T;GOV",ABM2019000083,"2019-08-29 03:36:22",S00000000000000879,"2019-08-29 17:36:47",PROCUREMENT,"user abm",FINISH,"REVISION 1",success,81141504,81141500,"MFG,TEST CALIBRATION:EQUIPMENT NAME: JACK STD;RATE TYPE: 30T;CERTIFICATION: GOV","Kalibrasi Jack Stand 30 TON",ZSER,LOT,S,Validate,"Reza Pahlevi","2019-08-29 17:36:47",Validate,"STD APP S","2019-08-29 17:36:47",Validate,PROCUREMENT,"2019-08-29 17:36:47"
19581,"MFG,TEST CALIBRATION:CHAIN BLK;1.5T;GOV",ABM2019000083,"2019-08-29 03:36:22",S00000000000000880,"2019-08-29 17:36:48",PROCUREMENT,"user abm",FINISH,"REVISION 1",success,81141504,81141500,"MFG,TEST CALIBRATION:EQUIPMENT NAME: CHAIN BLK;RATE TYPE: 1.5T;CERTIFICATION: GOV","Kalibrasi Chain Block 1,5 TON",ZSER,LOT,S,Validate,"Reza Pahlevi","2019-08-29 17:36:48",Validate,"STD APP S","2019-08-29 17:36:48",Validate,PROCUREMENT,"2019-08-29 17:36:48"
